book_name,book_author,book_author_link,book_name_link,edit_status,book_category,book_tags,book_total_words,book_count_recommends,book_total_clicks,book_summary,book_catalogue_link
天机七隐传,释隐子,http://home.zongheng.com/show/userInfo/52046173.html,http://book.zongheng.com/book/1058270.html,连载中,奇幻玄幻,"热血,争霸,异世",973000,690000,24580000,最高天机排名：女娲造人、老子去向、九鼎隐秘、姜太公预言、七隐天机。最高秘术排名：女娲造人、意术、变种、尘封、缓步神功、异相、玄术、媚攻。最猛灵物排名：枯蚁、兽蜂、朱雀、异骇兽、驴头狼、火焰兽、骇鸟、刍狗、困龙蛛。十大谋士排名：王诩、屈原、吕不韦、苏秦、张仪、肥义、樗里子、魏缭、李兑、田文。十大战将排名：嬴政、田单、魏无忌、白起、李牧、王翦、廉颇、乐毅、赵奢、蒙骜。再如十大美人、十强杀手、十大隐士、十大恶人、武器武功、致胜阵法、诸子百家排名等等不一列举。本书在真实的历史事件和历史人物的基础上，按照有记载的历史时间，将所创作的虚构人物和故事贯穿其中，塑造了一个精彩纷呈，恢弘博大的世界。本书第一次解释了无为而治的内涵，具有极高的政治见解；本书反复论述人性善恶，道出了人和人性的根本，发人深省；本书第一次阐述了神与人之间的距离，具有一定的哲学思维，思想深邃。,http://book.zongheng.com/showchapter/1058270.html
绝世长安,未失未忘,http://home.zongheng.com/show/userInfo/52127539.html,http://book.zongheng.com/book/1034737.html,连载中,武侠仙侠,"修仙,励志,热血,英雄无敌",3499000,21410000,18000,逗趣少年，偶得修行机缘，他誓要让人族，绝世屹立，万古长安……,http://book.zongheng.com/showchapter/1034737.html
我是气运主宰,扶摇而上九万里,http://home.zongheng.com/show/userInfo/53813266.html,http://book.zongheng.com/book/1214149.html,连载中,武侠仙侠,"爽文,系统,仙侠,气运",110000,1280000,49280000,苏辰穿越修仙世界，却面临天崩开局。危急时刻绑定‘气运主宰系统’，可窥探气运、机缘、命运轨迹！自此苏辰领悟剑意，脚踏天骄，镇压气运之子，走出一条独属于自己的无敌之路。,http://book.zongheng.com/showchapter/1214149.html
焊天,不坠人间,http://home.zongheng.com/show/userInfo/53229646.html,http://book.zongheng.com/book/1219718.html,连载中,奇幻玄幻,"英雄无敌,技术流,热血,搞笑",77000,20000,320000,这本书，是继《无量道界》后的第二本书，希望读者们喜欢！这里的科技神乎其技，真正的科技不只是科学，绝不是伪科学，而是通天大道。以科技，焊接天地，以科技登上无敌之路。,http://book.zongheng.com/showchapter/1219718.html
夜落长安,汪沐汐,http://home.zongheng.com/show/userInfo/53845303.html,http://book.zongheng.com/book/1214991.html,连载中,武侠仙侠,"重生,推理,玄幻",142000,27800000,72000,繁华宁静的长安城内，一桩失踪案开始点燃一场迷案风波，一连串的死亡事件令大理寺陷入内斗。被陷害，被逼到绝境之地。真相是什么？凶手又是谁？为了爱？还是为了仇恨？,http://book.zongheng.com/showchapter/1214991.html
从获得神格开始无敌,粉色水杯,http://home.zongheng.com/show/userInfo/53354099.html,http://book.zongheng.com/book/1162822.html,连载中,奇幻玄幻,"玄幻,东方玄幻,爽文,修真",1400000,4140000,14000,天道叛逆，古神猖獗，我将带领新时代的神明征战诸天，剑之所指，大乱将至！,http://book.zongheng.com/showchapter/1162822.html
山海生灵简,仲豆南下,http://home.zongheng.com/show/userInfo/46605518.html,http://book.zongheng.com/book/1219621.html,连载中,奇幻玄幻,"励志,热血,玄幻,神话",19000,0,100000,缘分天生起，机缘各不同。本该平凡的人生，父母平凡的寄愿，相思一守身边之人。却因种种不同的机遇，在异兽遍布，危险丛生的山海大陆上，少年慕惜缘又能相遇有几番自己的缘分，能否守住自己想守护的东西！,http://book.zongheng.com/showchapter/1219621.html
踏星,随散飘风,http://home.zongheng.com/show/userInfo/13802337.html,http://book.zongheng.com/book/718689.html,连载中,科幻游戏,"热血,争霸,爽文,异世",11176000,327000,39435000,浩瀚宇宙，无尽种族！恢弘战技，十决横空！远古独姓，百强战榜！以我之名，脚踏星空！2200年的一天，当人类第一次登上海王星，看到的是一柄战刀和一具站立的尸体！！！已有完结老书《末日之无上王座》三百多万字，从未断更，人品保证！！,http://book.zongheng.com/showchapter/718689.html
守护者之逆探大明,计无遗,http://home.zongheng.com/show/userInfo/53808217.html,http://book.zongheng.com/book/1216643.html,连载中,武侠仙侠,"古典仙侠,江湖,传统武侠,新派武侠",97000,0,910000,《逆探大明》是作者的首作，由科幻玄幻开场，以传统武侠为载体。本着对金庸、古龙二位前辈的仰慕，言语方面和写作风格略略偏向一些，由于才能的限制，想要另辟蹊径是非常困难了！而读者朋友们的阅读流畅度，故事情节的前后贯穿，人物性格的定位，场面的管控效果，武学典籍的讲述分析，这都将是作者的最大挑战。作者深知，一部小说的故事构想再好，情节再动人，没有能力把想象的无缝对接的书写出来，一切也是枉然。,http://book.zongheng.com/showchapter/1216643.html
我在红尘中练剑,人间一两风,http://home.zongheng.com/show/userInfo/53025373.html,http://book.zongheng.com/book/1187095.html,连载中,武侠仙侠,"古典仙侠,热血,重生",120000,450000,5200000,风风雨雨，红尘练心，江湖泥泞路远。我李沐春身负天人领剑之意，练心既是练剑。纵马周游，长褂青衫郎。这世道如何？只有我去过了，帮过了，方才知晓。,http://book.zongheng.com/showchapter/1187095.html
这一剑谓之江湖,南风霖霖,http://home.zongheng.com/show/userInfo/53693548.html,http://book.zongheng.com/book/1195548.html,连载中,武侠仙侠,"武侠,江湖,新派武侠,古风",199000,1360000,10900000,此间江湖正值新老一辈交替之际，各方势力蠢蠢欲动，无形之手推着大势往前走。绝世功法，神兵利器，恩怨是非，阴谋诡计，利益纷争。这江湖人来人往永无休。,http://book.zongheng.com/showchapter/1195548.html
阴司巡守使,落花我自知,http://home.zongheng.com/show/userInfo/53746510.html,http://book.zongheng.com/book/1203335.html,连载中,都市娱乐,"爽文,升级,搞笑,灵异悬疑",475000,1090000,73460000,舔狗大学生秦风，去凶宅过夜，碰到了爱抽烟的牛头，说话不利索的话痨白无常，还有众多逗比阴差、阎王。被忽悠成了阴司巡守官，开启了搞笑又惊悚的旅程，绝地天通，灵气复苏，天人之争，天地之争又会演绎出怎样的精彩。,http://book.zongheng.com/showchapter/1203335.html
剑雨梅香,云居紫衫,http://home.zongheng.com/show/userInfo/51144541.html,http://book.zongheng.com/book/1094504.html,连载中,武侠仙侠,"武侠,江湖,古风",105000,44160000,18000,十年磨一剑，谁有不平事？,http://book.zongheng.com/showchapter/1094504.html
永乐仙侠,一支红烛,http://home.zongheng.com/show/userInfo/52118726.html,http://book.zongheng.com/book/967240.html,连载中,武侠仙侠,热血,627000,0,8720000,此部长篇仙侠小说是结合永乐年间历史创作，用仙、侠、妖、魔等元素来构思的故事情节。通篇贯穿正义战胜邪恶的理念。本书主要描写少年英雄江逸侠除妖降魔，守护人间正义，勇于与邪恶势力作斗争，力战虎视眈眈的外国修士。并弘扬了江湖英雄爱国、为民的思想。歌颂了人间真、善、美，揭露了人间假、恶、丑。并揭示了最大的恶魔不是妖魔，而是心魔，是心中过高的欲望和超强的执念！体现了中华民族自强不息的优良传统。本书采取分卷写作，一卷一个故事，一个故事十万余字，预计写八十卷，已写完八卷。余卷正在写作之中。,http://book.zongheng.com/showchapter/967240.html
修仙从手机开始,白面悍匪,http://home.zongheng.com/show/userInfo/53928588.html,http://book.zongheng.com/book/1219317.html,连载中,武侠仙侠,"扮猪吃虎,热血,修仙",30000,0,350000,赵霖意外发现手机多了一个软件……,http://book.zongheng.com/showchapter/1219317.html
罗夜,胡晓蚁,http://home.zongheng.com/show/userInfo/51814973.html,http://book.zongheng.com/book/915980.html,连载中,奇幻玄幻,"热血,争霸,异世",175000,70000,14510000,浩瀚无垠的宇宙深处，古老的石门镇压诸天万界，为了窥探门后的永恒和终极，一场持续了无数纪元的神魔之战，使得世上再无神圣和不朽，无数岁月过去了，所有的真相和历史都已被尘封在岁月的长河里，大战后的废墟形成了现在的九界。然而十万年前的一场夜族之乱，使得被尘封的一角真相又再次浮出水面，所引发的巨大波澜，使得万族喋血，九天动荡，蛰伏在地底深处的黑暗与诡异又开始蠢蠢欲动，一场史无前例的大清洗即将来临，沉寂已久的九界再度风雨飘摇。从蛮荒走出的少年，踏帝路而行，一路横推万族，征战诸天，在末日的洪流中，又将掀起怎样的滔天狂澜？……枯藤老树昏鸦，断壁残垣篱笆，轮回苦渡归人，万年遥望，孤魂野鬼荒坟。罗夜，我回来了……,http://book.zongheng.com/showchapter/915980.html
梦回建安年,观枫隐,http://home.zongheng.com/show/userInfo/53456266.html,http://book.zongheng.com/book/1183706.html,连载中,科幻游戏,"网游,热血,战争,策略",22000,40000,2340000,我是一个理科生，文科也贼六，我穿越到了东汉，没有砍不死系统加成，没有武魂、灵根、法力、家族势力…没有任何金手指，没遇到刘备，没遇到曹操，落地扬州也没遇到孙家，什么都没有…只靠学到的东西在东汉末年活下去……观某的东汉求生记。,http://book.zongheng.com/showchapter/1183706.html
我修的古董，震惊世界！,宇智波可达鸭,http://home.zongheng.com/show/userInfo/53423324.html,http://book.zongheng.com/book/1205101.html,连载中,都市娱乐,"爽文,升级,法宝",521000,30000,16000,修车，修房子能赚几个钱？哥们能修古董！对！完全复原的那种！,http://book.zongheng.com/showchapter/1205101.html
超能国宝,潇潇雨歧,http://home.zongheng.com/show/userInfo/52554794.html,http://book.zongheng.com/book/1161016.html,连载中,都市娱乐,"穿越,热血,英雄无敌",962000,26000,73000,奇葩外星人，奇葩穿越成国宝文物，灭世的启示，他们决定组团拯救，对抗、矛盾、背叛、陷害、撕裂、忠诚……从恶里滋生善，还是善被恶吞噬？,http://book.zongheng.com/showchapter/1161016.html
断刃行,别动我黑眼圈,http://home.zongheng.com/show/userInfo/53780234.html,http://book.zongheng.com/book/1207086.html,连载中,武侠仙侠,武侠,535000,620000,62580000,烹羊宰牛且为乐，会须一饮三百杯。.....将进酒，杯莫停。.....五花马，千金裘，换美酒，万古愁。——————大唐，剑仙李，邵阳殿，醉诗,http://book.zongheng.com/showchapter/1207086.html
我就是天阶,雪域飘血,http://home.zongheng.com/show/userInfo/52352075.html,http://book.zongheng.com/book/1208282.html,连载中,奇幻玄幻,"穿越,热血,古典仙侠",300000,15720000,66160000,鸿蒙开辟，万法并存。传说中在九霄深处有一段天阶，只有登上天阶，才能成为万法之尊。无数的修士前仆后继的寻找那至高无上天阶。然而这一切只是被人操纵的骗局，而骗局背后又隐藏着什么……我就是我，我就是天阶。我命由我不由天。,http://book.zongheng.com/showchapter/1208282.html
三世人皇,无缪一生,http://home.zongheng.com/show/userInfo/53498955.html,http://book.zongheng.com/book/1182806.html,连载中,武侠仙侠,"半凡人,轮回,修仙",556000,50000,14930000,上古人皇伏羲陨落，却因此让一个新的生命诞生，并背负上他的全部责任。杜井筠，一个普通的少年，在伏羲的指引下，觉醒了法则规定之外的空间灵根，开始了一段无法回头的冒险。各个界面的交织，前生今世的因果，无法逃避的身份，所有因素的交汇下，新的一代人皇出现了……,http://book.zongheng.com/showchapter/1182806.html
天域起源,粤官生,http://home.zongheng.com/show/userInfo/52909412.html,http://book.zongheng.com/book/1197137.html,连载中,奇幻玄幻,"异世,轻小说,搞笑,生活",385000,0,13800000,殷商小资，突遭家变，父母双亡，年轻妻子劳累过度，撒手人寰，自己没有特别本事，独个儿靠出卖苦力养活幼儿，希望在滚滚红尘世界父子两可以安稳生活。可天有不测风云，雷雨中，有不明异物突兀寄存于丹田。殊不知，此物竟是当今世界那些神仙人物可以得以超脱的一个天大机缘......本一凡人，红尘中苦渡......奈何一天雷，早就意外人生，颠覆了对这个世界的认知！,http://book.zongheng.com/showchapter/1197137.html
我一人杀穿末世,我无缘仙,http://home.zongheng.com/show/userInfo/51742500.html,http://book.zongheng.com/book/1220407.html,连载中,科幻游戏,"升级,热血,神话",13000,60000,670000,神秘天体降临，世界瞬息万变，成了末世废土。张扬重生回末世之初。上一世因为自己的怜悯之心，让自己陷入危机。这一世他发誓要杀穿末世，成为第一批超凡者。,http://book.zongheng.com/showchapter/1220407.html
不胜战神,语音Q,http://home.zongheng.com/show/userInfo/12297827.html,http://book.zongheng.com/book/1203226.html,连载中,奇幻玄幻,"异世,重生",272000,0,4270000,一个从来没打过胜仗的战神,http://book.zongheng.com/showchapter/1203226.html
星火执獠牙,旷野的海浪,http://home.zongheng.com/show/userInfo/51148816.html,http://book.zongheng.com/book/855278.html,连载中,历史军事,"热血,爽文,生活",64000,3510000,42540000,东南铁拳，一群人正穿越在祖国的大好河山之中，在闽山闽水之间随意穿梭。那是第一梯队，应急机动部队的作风，更是我们现代军人的基本能力。星河面无表情的看着一切。他没有动。动的只有周围的微风，还有晃动的树叶，以及遮住他的伪装。没有人知道他的内心是安静的还是波动的。提前半天到达战场，并做好伪装潜伏，等待着并不是这几个猎物的出现，而是。。。,http://book.zongheng.com/showchapter/855278.html
瞎子剑神,熊猫庞大,http://home.zongheng.com/show/userInfo/53098914.html,http://book.zongheng.com/book/1221947.html,连载中,武侠仙侠,"热血,重生,复仇,修仙",33110000,10000,70000,罗雨从小看不见无法修炼壮大己身，十五岁那年遭遇灭门仇杀！苍天开眼，让他在坠入山崖后与来自异世的灵魂进行了掉换。在剑灵杂书的指导下，罗雨靠着敏锐的听觉、敏锐的嗅觉、像风一样的速度，及刻苦钻研的学习能力。在磨练下，在血雨洗刷下，逐渐成为一代瞎子剑神！人人见了他都得称呼他一声：“瘟神”！罗雨一剑所过之处无不让人胆颤心惊，神魂惧裂！,http://book.zongheng.com/showchapter/1221947.html
墒定录,麻布叔叔,http://home.zongheng.com/show/userInfo/53256180.html,http://book.zongheng.com/book/1211576.html,连载中,奇幻玄幻,"热血,异世,搞笑,争霸",148000,0,1320000,墒定218年，世间流传，史前大陆第一高手第五北靖的灵元现世。当年带走第五皇灵元的阿僧祇，在他大限将至前，将第五皇灵元元印（将精神力附着在物件上的一种手段。以特殊方式可获取该物件附着的信息）在他的骨质面具上。世上传言，得面具者，得人皇传承，则得天下。从此，世间掀起一股寻找面具碎片的浪潮。第五后裔王小二出生猎户，意外踏入修炼之路。。。。。。,http://book.zongheng.com/showchapter/1211576.html
暗体,沣水森,http://home.zongheng.com/show/userInfo/52952680.html,http://book.zongheng.com/book/1089055.html,连载中,科幻游戏,"科幻,悬疑,爱情,战争",1501000,36960000,69000,题材：科幻、悬疑标签：爱情、科技、星际元素：硬核科幻、凄美爱情、悬疑跌宕、军事战争、外星入侵、星际争霸。故事：这是一部人类反抗两大外星文明入侵，跨越300年的史诗级星际文明之战。,http://book.zongheng.com/showchapter/1089055.html
星战超基因,沈重流,http://home.zongheng.com/show/userInfo/47282458.html,http://book.zongheng.com/book/1218868.html,连载中,科幻游戏,"热血,争霸,机甲,救亡",62000,10000,990000,人类逆行倒施，窜改基因，引发一场基因浩劫。动物因基因的改变，成为了凶残的怪物，并威胁到人类的生存。为了保护人类，各国不得不联手，组成联盟，共同对抗怪物。而同为基因改变者的唐允生面对这一切，为了生存和保护家人，奋然挺身，阻止这一切，却渐渐发现基因窜改的背后隐藏着更大的秘密和阴谋......,http://book.zongheng.com/showchapter/1218868.html
重生之横扫天涯,帝玄天,http://home.zongheng.com/show/userInfo/53397419.html,http://book.zongheng.com/book/1170136.html,连载中,历史军事,"架空,重生,励志,热血",1175000,14060000,48000,大丈夫生在天地之间，岂能久居人之下。既然这天下之中再无我容身之处，那我便破开这天，横扫天涯。天地逆旅，系统在手。且看云玄是如何拳打太子，脚踢群臣，舌战大儒，一步一步走上那无上的宝座。,http://book.zongheng.com/showchapter/1170136.html
对不起，我是反派,皇天空,http://home.zongheng.com/show/userInfo/53300829.html,http://book.zongheng.com/book/1219239.html,连载中,奇幻玄幻,"升级,穿越,法宝",68000,2920000,35560000,林羽：我不是反派啊！人族：你开局是卧底，然后变叛徒！妖族：你打小就是我们养的卧底，你背叛就算了，还抓了你上司，杀了我们分部的大领导！圣朝：你谋杀圣皇，阴谋颠覆圣朝统治！林羽：......对不起，我是反派,http://book.zongheng.com/showchapter/1219239.html
第一氏族,我是蓬蒿人,http://home.zongheng.com/show/userInfo/4516111.html,http://book.zongheng.com/book/876992.html,连载中,奇幻玄幻,"热血,生活,重生,救亡",3520000,27000,5654000,北方诸邦被雄才大略的君主统一，没有天人境修行者的南方大齐皇朝，却因为内部争权夺利而国势衰弱、万民离心。在修为冠绝天下的北方君主，准备南向用兵坐拥九州时，大齐第一氏族里的一名少年，睁开了重生的双眼，想要逆势而行。,http://book.zongheng.com/showchapter/876992.html
精灵世纪之传奇的诞生,老星星,http://home.zongheng.com/show/userInfo/53762347.html,http://book.zongheng.com/book/1205491.html,连载中,竞技同人,"同人,精灵宝可梦,穿越,现实向",70670000,20000,1280000,在繁华的华国南方，一位名为林皓的少年在前往高考考场的途中意外进入平行时空，穿越到了一个“精灵”与人类的世界。在这里，你将看到荒漠里卧沙食人的流氓鳄、热带雨林里致命毒牙的阿柏怪，以及湿地中将人拉入沼泽的“水鬼”沼王……因此，面对猎杀与纷争激化的世界，林皓能否在人性与兽性并滥的现实里保全性命、突破自身，主宰属于自己的命运，寻找深藏在世界尽头的秘辛？,http://book.zongheng.com/showchapter/1205491.html
破碎的方块,吴卓凡,http://home.zongheng.com/show/userInfo/53183394.html,http://book.zongheng.com/book/1134219.html,连载中,科幻游戏,"我的世界,战争,科幻,未来",41000,0,3260000,备注：本小说部分角色致敬火影忍者！特别鸣谢：网易微软XBOX上海吾之世公元2336年，地球无法容纳过多的人口。三家公司联合起来通过在太空中建造人造行星来容纳人口，也就是我的世界计划。公司把行星的使用权给用户。2341年mini公司盗走了我的世界计划的创造系统源码，于是一场战争遍开始了。我的世界的英雄们与mini殊死搏斗，最终赢得了这场战争。,http://book.zongheng.com/showchapter/1134219.html
非正式灵异手册,我老婆像王祖贤,http://home.zongheng.com/show/userInfo/53941042.html,http://book.zongheng.com/book/1219402.html,连载中,悬疑灵异,"灵异,凶宅净化师,女鬼同居,物理驱鬼",33000,20000,2610000,当了三年凶宅净化师，终于在凶宅里遇见女鬼了！接踵而至的众多灵异事件，莫闲作为一个普通人，他真的入错行了吗？颠覆传统驱鬼行业，主打物理净化手段。混这一行，靠的可不就是想象力！,http://book.zongheng.com/showchapter/1219402.html
无限重生之我有999条命,人生要作,http://home.zongheng.com/show/userInfo/53800743.html,http://book.zongheng.com/book/1210153.html,连载中,奇幻玄幻,"热血,重生,无限流,废柴流",189000,0,24380000,失败了，不怕，我可以重来；死亡了，不怕，我可以重生；从一介凡人到至尊巅峰，我只用了999+条命。,http://book.zongheng.com/showchapter/1210153.html
绝迹之战,傲观四海,http://home.zongheng.com/show/userInfo/52647603.html,http://book.zongheng.com/book/1217360.html,连载中,奇幻玄幻,"位面,洪荒,异界",272000,920000,15100000,一把剑，给他带来无尽杀戮为一人，他不惜与三界为敌重建宗门，力抗魔族，为了自己爱人，他不惜一切，绝望中突破，生死边缘徘徊，与众神为敌，以血脉之力，硬抗远古神族。神要屠他，魔要灭他，远古神族也要他死，面对这样的绝境，他一次又一次突破极限的枷锁，然而一切只是开端……,http://book.zongheng.com/showchapter/1217360.html
低调艺术家,包菜土豆丝,http://home.zongheng.com/show/userInfo/53035228.html,http://book.zongheng.com/book/1221487.html,连载中,都市娱乐,"娱乐,重生,都市",54320000,0,100000,艺术方面，略懂亿点点。,http://book.zongheng.com/showchapter/1221487.html
修仙，从一本葬经开始,小溪摸鱼人,http://home.zongheng.com/show/userInfo/53838344.html,http://book.zongheng.com/book/1213951.html,连载中,武侠仙侠,"升级,热血",390000,590000,41300000,练气、筑基、金丹、元婴、化神……大凡修仙都是从练气开始———不怕各位笑话，追根究底，寻本溯源，我的修仙之路却是从一本《葬经》开始的……,http://book.zongheng.com/showchapter/1213951.html
人生回档2012,都市笑笑生,http://home.zongheng.com/show/userInfo/47075752.html,http://book.zongheng.com/book/1175558.html,连载中,都市娱乐,"重生,生活,热血,爽文",1644000,15090000,339000,一朝重生2012，只有五千元的马毅搏，如何利用先知和努力，白手起家，成为他人眼中的时代骄子。布局生鲜，投资抖音，指导滴滴～当滴滴千亿之时，抖音万亿之日，马毅搏早已成为神话～实业大亨、投资之神、首善之名，科技之子，农业第一人～人生回档2012，一样的开始，不一样的结局,http://book.zongheng.com/showchapter/1175558.html
西周长歌,湛兮若存,http://home.zongheng.com/show/userInfo/52691502.html,http://book.zongheng.com/book/1210499.html,连载中,历史军事,"热血,救亡",162000,650000,27320000,"西周王都镐京,波诡云谲，风云变幻。一位贤名不显的王后，一位囿于身世的不世将才，一位励精图志的少年天子，一位青史留名的旷古良臣-------他们如何搅动风云？且看《西周长歌》------",http://book.zongheng.com/showchapter/1210499.html
百变书生,芭蕉喜雨,http://home.zongheng.com/show/userInfo/53726427.html,http://book.zongheng.com/book/1216459.html,连载中,历史军事,"扮猪吃虎,搞笑,穿越,英雄无敌",192000,0,4540000,穿越北宋改写历史，对内搞活经济，办工厂、开钱庄、发展旅游产业，他是改革的践行者；对外抵御强寇，他是士兵，是监军，是大将军，是战无不胜的统帅。文艺复兴深入人心，办书院、兴私塾、大力培养工匠人才；与高僧参禅，跟真人论道，谈诗论词有易安居士，研究书画少不了赵大官家，人生如斯，不亦快哉！科技，成为第一战斗力。金戈铁马挺进戈壁草原、无敌舰队巡视蓝色海洋，大国重器威慑天下，靖康之耻消弭于无形，从此之后再无弱宋！,http://book.zongheng.com/showchapter/1216459.html
王莽：开辟新朝,浊墨化诗,http://home.zongheng.com/show/userInfo/53972385.html,http://book.zongheng.com/book/1221693.html,连载中,历史军事,"架空,历史,乱世,争霸",67510000,0,300000,汉朝少年王莽误入圣人居住的逝者世界，幸拜道家老子、儒家孔子、佛家如来、墨家墨子、法家商鞅为师。九年之后，王莽重新回到人间，发现山中方十年世上已千年，亲友已故，汉朝已亡，朝代更迭。此时天下群雄割据战火不断民不聊生。精学五家所长的王莽，能否凭借所学才能从一介草民平息战乱统一天下成为千古一帝？,http://book.zongheng.com/showchapter/1221693.html
我在海贼世界里当剑仙,矛木桦,http://home.zongheng.com/show/userInfo/53939446.html,http://book.zongheng.com/book/1219300.html,连载中,二次元,"扮猪吃虎,升级,爽文,异界",60000,0,2020000,行走在海贼世界里的剑仙，见证一次次的海贼大事件,http://book.zongheng.com/showchapter/1219300.html
恶诡将映,大王别跑,http://home.zongheng.com/show/userInfo/53104698.html,http://book.zongheng.com/book/1219308.html,连载中,悬疑灵异,"惊悚,诡异,悬疑,鬼怪",23000,1460000,6560000,诡计之下埋藏着的秘密终将浮出水面，它们将上映一场视觉上的恐怖盛宴！,http://book.zongheng.com/showchapter/1219308.html
灭仙针,情动,http://home.zongheng.com/show/userInfo/53734802.html,http://book.zongheng.com/book/1215454.html,连载中,奇幻玄幻,"位面,升级,无敌流,玄幻",61000,1800000,11210000,我有一根针，上扎天上仙，下刺凡间客。“我可是神仙！”“什么仙？来做个古法针灸啊！”,http://book.zongheng.com/showchapter/1215454.html
长路漫漫,禿鹰,http://home.zongheng.com/show/userInfo/29439103.html,http://book.zongheng.com/book/1215963.html,连载中,奇幻玄幻,"修真,玄幻,神魔,奇幻",213000,2590000,26560000,故事从一块石头讲起，从一块面具下看到一个人吃人的世界……,http://book.zongheng.com/showchapter/1215963.html
此念成仙,雨听风说,http://home.zongheng.com/show/userInfo/22042767.html,http://book.zongheng.com/book/1091863.html,连载中,武侠仙侠,"热血,爽文,搞笑,冷血",3095000,6710000,88000,苏昭养父重病，接了悬赏去山内除妖。但是那日，他斩下的妖首被人偷了，他的赏钱没了，于是他提着菜刀去寻那个小偷。这一去，便踏入了秀丽的山河之内，惊醒了那沉睡的修行者，他们看着一个贪财算计的小子，莽撞的打破了隐世的宁静。高贵富家女与他签订契约，神秘的孤女丫鬟有何图谋，可爱俏美的宗门千金是他的客户...一心要做城隍的鬼；总是喜欢吃尸体，却胆小如鼠的狗头尸魔；不愿作妖的邋遢妖怪...揭开了隐世清修的面纱，强横无敌的巨妖，吞灭星斗的大魔，或是传说之中的仙，也纷纷把目光看向这里……长路漫漫，誓要成仙！,http://book.zongheng.com/showchapter/1091863.html
我的命格有点强,一笑任天涯,http://home.zongheng.com/show/userInfo/53850748.html,http://book.zongheng.com/book/1215629.html,连载中,科幻游戏,"热血,英雄无敌,星际,玄幻",179000,10000,9840000,这一刻，我就是人族的希望。背负亿万人族的希望。黎明前的黑暗由我来斩破。如果我能守护我所守护的人，就算是神明，我亦能胜。此剑，当判万族谢罪！,http://book.zongheng.com/showchapter/1215629.html
乱世风云之大秦霸业,定海风波,http://home.zongheng.com/show/userInfo/41698687.html,http://book.zongheng.com/book/1221233.html,连载中,历史军事,"铁血,乱世,争霸,历史",13000,0,190000,及至始皇，奋六世之余烈，振长策而御宇内，铸就帝国无上辉煌。传于二世，内有奸臣当道，外有烽烟四起，锦绣山河满目疮痍。再临三世，挽狂澜于既倒扶大厦之将倾，再造大秦万里江山。穿越成为秦三世，得到一个帝王系统，先除奸臣，再破强敌，与天斗，与人斗，重定大秦，存万世之业。,http://book.zongheng.com/showchapter/1221233.html
重启：赎罪,天月澜,http://home.zongheng.com/show/userInfo/53420360.html,http://book.zongheng.com/book/1175008.html,连载中,都市娱乐,"未来,异能,女性主角",1298000,5790000,22000,那场浩劫，以人类制造出异能者为终点。异能者为人类开启了新纪元，人类却因为惧怕异能者的力量而建立了监狱，将昔日的英雄囚禁……看似繁华的都市下，却隐藏着涌动的暗潮……,http://book.zongheng.com/showchapter/1175008.html
破阵录,青田共羽,http://home.zongheng.com/show/userInfo/53594735.html,http://book.zongheng.com/book/1190656.html,连载中,武侠仙侠,"升级,热血,武侠",563000,82780000,64000,归卧山巅，临风把酒，且看我挥剑破阵。,http://book.zongheng.com/showchapter/1190656.html
娱乐修仙,小小黑又白,http://home.zongheng.com/show/userInfo/53338212.html,http://book.zongheng.com/book/1161383.html,连载中,奇幻玄幻,"异世,穿越,古典仙侠",930000,0,34390000,现代青年穿越修真大陆，激活娱乐系统，如何靠着唱歌修炼成仙，又怎么接触了解系统的秘密修真大陆的秘密。看现代人怎么搞乱这片大陆,http://book.zongheng.com/showchapter/1161383.html
大明国舅爷,麻货,http://home.zongheng.com/show/userInfo/53211462.html,http://book.zongheng.com/book/1212789.html,连载中,历史军事,"爽文,穿越,热血,重生",275000,1850000,12000,现代青年王冰穿越回明朝，竟把自己坑成了万历的小舅子！可外戚也照样能够执掌羽林，管军治民！西平宁夏，北收河套；东逐倭奴，南消土司……在王冰这个大明冠军侯的征伐之下，汉家荣光再耀寰宇！,http://book.zongheng.com/showchapter/1212789.html
新时空剑仙,芃玉燕,http://home.zongheng.com/show/userInfo/53423265.html,http://book.zongheng.com/book/1174152.html,连载中,奇幻玄幻,"重生,异世,虚拟世界,系统",1043000,7630000,14000,传说世间有九鼎，得之可得天下。武林中各门各派为之争斗不休，修仙之人亦窥伺着九鼎里的神器。若能得到其中的九把神器，不但可以飞升仙界，甚至可以成为天地间至高无上的真神！然而。事实并非如此！所有的一切，都是被命运事先安排好的。你我不过只是一段程序而已......,http://book.zongheng.com/showchapter/1174152.html
天穹诡变,不知成,http://home.zongheng.com/show/userInfo/53956483.html,http://book.zongheng.com/book/1220472.html,连载中,奇幻玄幻,"玄学,位面,扮猪吃虎,热血",23000,0,490000,秦阳最近被诸多诡异之事缠身，导师的诡异失踪，故乡古怪的祭祖仪式，所有的谜团都将其指向一个地方—诡术！迷雾揭开，秦阳的世界观都被颠覆，蛊术，御虫，茅山道术，传说中的东西竟然真的存在！而秦阳也成为了其中的一份子，而他们唯一的任务竟是…,http://book.zongheng.com/showchapter/1220472.html
